id_img,label
25811,angry
25813,angry
25844,angry
25874,happy
25876,angry
25886,angry
25891,sad
259,angry
25944,angry
25973,happy
26025,angry
26038,angry
26059,angry
26121,neutral
26124,sad
26137,happy
26163,happy
26175,sad
26177,angry
26181,angry
26185,angry
26248,happy
26264,angry
26267,sad
26337,angry
26344,angry
26437,angry
26446,angry
26462,neutral
26572,angry
26597,happy
26618,fear
26620,neutral
2668,happy
26725,surprise
26789,fear
26845,neutral
26860,sad
26886,neutral
26899,sad
26900,angry
26919,angry
26928,angry
26956,angry
27016,angry
27022,fear
27054,angry
2709,neutral
2712,angry
27284,neutral
27296,angry
27385,angry
27413,angry
27464,angry
27483,fear
27544,angry
2762,happy
27652,surprise
2770,angry
27704,fear
27715,happy
27726,fear
27744,sad
27770,neutral
27777,happy
27798,neutral
27828,disgust
2791,angry
27967,angry
27982,angry
28015,neutral
28058,angry
28062,neutral
28120,neutral
28144,neutral
28148,angry
28149,angry
28207,angry
28248,angry
28288,angry
28300,angry
28401,angry
28438,fear
28498,neutral
28509,angry
28543,sad
28547,angry
28560,angry
28585,angry
28614,angry
28618,neutral
28620,sad
28660,angry
28707,neutral
28720,angry
28731,sad
28737,surprise
28743,angry
28749,angry
28800,happy
28840,fear
28867,angry
28884,neutral
2890,fear
28932,angry
28952,angry
29085,angry
29119,happy
29132,happy
29202,happy
29266,angry
29319,sad
2933,surprise
29414,fear
29471,neutral
29477,neutral
29493,angry
29523,angry
29527,sad
29554,angry
29571,angry
29581,angry
29588,angry
29614,happy
29669,angry
29685,sad
29730,neutral
298,sad
29818,surprise
29866,happy
29929,neutral
29931,angry
29947,angry
29977,sad
29980,sad
30002,angry
30004,angry
30015,happy
30024,angry
30058,fear
30059,neutral
30082,neutral
30085,angry
30171,angry
3021,happy
30260,sad
30273,sad
30290,neutral
30305,angry
30320,sad
30325,happy
30394,angry
30415,angry
30420,fear
30456,sad
30458,neutral
30460,angry
30490,neutral
30509,happy
30535,angry
30563,neutral
30584,surprise
30619,angry
30901,neutral
30933,sad
30944,happy
3099,angry
31033,sad
31042,angry
31081,neutral
31083,neutral
31138,fear
31142,surprise
31203,neutral
3121,angry
3137,angry
31491,angry
31529,sad
31544,sad
31609,angry
31635,neutral
31693,sad
31703,angry
3176,sad
31849,angry
3186,angry
31873,angry
3188,neutral
31928,angry
32023,angry
32024,angry
32153,happy
32161,angry
32223,disgust
32231,angry
3226,angry
32278,disgust
32281,angry
32298,angry
32336,fear
32352,sad
32367,fear
32454,neutral
32464,fear
32473,angry
3248,fear
32481,angry
32506,sad
32512,angry
32575,neutral
32584,angry
32617,sad
32662,angry
32755,sad
32777,angry
33015,sad
3303,fear
33105,fear
33131,angry
33221,sad
3327,sad
33301,happy
33308,fear
3334,angry
33352,angry
33444,angry
33450,fear
33459,angry
33494,angry
33560,neutral
33573,neutral
33633,angry
33666,sad
3370,angry
33729,angry
3377,angry
338,neutral
33809,angry
33829,sad
33890,angry
33924,happy
33926,happy
3393,sad
33935,angry
33977,happy
33987,sad
33998,angry
34036,angry
34040,angry
3412,fear
34138,angry
34151,neutral
34175,neutral
34178,angry
34184,angry
34238,angry
34259,happy
34352,neutral
34359,angry
34363,neutral
34448,sad
34474,angry
3449,angry
34507,angry
34581,angry
34592,angry
34596,sad
34620,angry
3467,angry
34714,sad
34778,angry
34879,fear
35009,sad
35010,fear
35028,sad
35041,angry
35059,sad
35145,angry
35149,neutral
35162,angry
35210,angry
3522,fear
35261,angry
35298,angry
35407,angry
35425,angry
35439,surprise
35447,angry
35514,happy
3558,angry
3564,angry
35669,neutral
35681,angry
35682,happy
35731,sad
35753,sad
35805,angry
35809,fear
35820,angry
35828,happy
35881,angry
35884,neutral
3599,neutral
3632,angry
377,sad
38,angry
3802,angry
3819,fear
3839,sad
3862,neutral
3870,fear
3913,angry
4015,angry
404,sad
4060,neutral
4077,angry
4100,sad
4196,neutral
4229,neutral
4306,angry
4317,fear
4324,neutral
4349,angry
4384,angry
4396,happy
4397,sad
4459,fear
4468,angry
4502,angry
4579,angry
4616,angry
4637,neutral
4660,sad
4665,angry
4670,angry
4700,neutral
4751,fear
4807,angry
4878,angry
4937,sad
5010,sad
5060,angry
5064,angry
521,happy
5220,angry
5233,angry
5244,angry
5259,angry
5312,angry
5317,sad
5400,angry
5422,angry
5432,angry
5434,neutral
5459,angry
5519,angry
5564,angry
5570,angry
5582,sad
5607,sad
5610,neutral
5637,angry
5732,angry
5739,fear
5780,angry
5810,angry
5822,angry
5859,neutral
5883,happy
5888,sad
589,angry
5902,fear
5962,angry
6009,surprise
6017,disgust
6075,angry
608,sad
6088,angry
6119,sad
6129,angry
6155,angry
6225,fear
6232,fear
624,fear
6274,angry
6278,angry
6283,angry
6321,sad
633,happy
6347,angry
6364,happy
6365,neutral
6375,angry
6390,fear
6420,angry
6426,sad
6471,angry
6484,angry
65,neutral
654,neutral
6547,angry
6555,happy
6561,angry
6566,angry
6580,happy
6581,angry
6584,surprise
6618,angry
6621,sad
665,sad
6652,angry
6726,neutral
6739,fear
6745,neutral
676,neutral
6766,angry
6809,fear
6890,angry
6923,angry
6955,angry
6965,angry
7015,angry
7056,angry
7103,neutral
7136,happy
7174,happy
7219,neutral
7257,angry
7261,fear
727,neutral
7284,happy
7291,happy
7409,angry
7492,angry
7550,sad
7559,angry
7589,happy
764,sad
7655,angry
7668,angry
7729,angry
7777,angry
7793,fear
7811,angry
7886,neutral
7919,neutral
7937,neutral
7979,angry
8000,angry
8001,angry
8052,angry
8096,angry
8103,sad
8130,angry
8151,happy
816,sad
8267,neutral
8275,angry
8299,angry
8402,sad
842,fear
854,angry
8555,angry
8581,sad
8593,neutral
861,angry
8661,neutral
8685,angry
8719,fear
8734,happy
8902,angry
8916,neutral
8969,neutral
9012,neutral
9059,sad
9100,angry
9156,angry
9266,angry
9293,angry
9331,angry
9400,angry
9567,fear
9615,angry
966,angry
9691,sad
9698,sad
9715,angry
9748,angry
9785,angry
9802,neutral
9811,neutral
9862,sad
9884,neutral
9931,angry
10053,disgust
10435,disgust
10532,fear
1115,disgust
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,disgust
13372,angry
13597,angry
13652,happy
13847,surprise
14041,fear
14869,fear
14954,angry
14958,disgust
15110,disgust
16021,disgust
16054,disgust
16121,disgust
16264,disgust
16718,disgust
17260,angry
18077,neutral
1843,fear
18464,disgust
18716,angry
19649,angry
19734,disgust
19770,disgust
19801,disgust
19831,disgust
20761,disgust
21744,neutral
21765,disgust
21851,disgust
22320,disgust
2275,disgust
23141,disgust
23153,fear
23665,disgust
23876,fear
24578,angry
25267,angry
25538,disgust
25541,neutral
26859,happy
2732,sad
2742,disgust
28332,disgust
28390,surprise
28710,disgust
28987,angry
29158,disgust
29269,disgust
30347,sad
30428,disgust
30499,disgust
30601,angry
30719,disgust
30761,disgust
30907,happy
3101,disgust
31232,angry
31323,neutral
31796,angry
31828,disgust
32487,fear
32681,disgust
33209,angry
33284,disgust
33561,disgust
33670,disgust
33995,disgust
34022,sad
34432,disgust
34505,angry
34519,happy
3521,surprise
35376,disgust
35580,disgust
3690,surprise
3778,disgust
4002,sad
4004,disgust
4265,fear
4312,angry
4481,disgust
4737,sad
5085,angry
533,disgust
573,disgust
6231,disgust
6926,disgust
7068,disgust
7192,disgust
7405,surprise
7455,disgust
7592,disgust
7835,disgust
807,angry
8415,happy
8585,disgust
8726,fear
8893,disgust
8948,angry
9043,surprise
9297,disgust
9460,disgust
9504,sad
10029,surprise
10043,sad
10044,happy
1008,fear
10099,sad
101,surprise
10189,fear
10263,neutral
10267,fear
10278,angry
10292,angry
10355,fear
10409,happy
10437,fear
10443,sad
10445,neutral
10458,angry
10489,fear
10493,angry
10534,fear
1075,fear
10758,fear
1079,sad
10797,happy
10832,neutral
10933,fear
10944,happy
10968,angry
10979,surprise
11030,fear
11036,happy
11039,neutral
11054,surprise
11057,neutral
11104,fear
11112,angry
11137,surprise
11143,happy
11146,sad
1116,angry
1128,fear
1133,happy
11353,fear
11360,happy
1137,neutral
11381,happy
11412,fear
11416,sad
11471,angry
11536,fear
1154,sad
11559,surprise
11587,sad
11653,fear
11682,fear
11687,happy
1169,neutral
11704,fear
11706,sad
11727,angry
11729,sad
11747,fear
11754,neutral
11774,fear
11816,sad
11855,angry
11904,fear
1193,surprise
11944,fear
11968,fear
11999,fear
12063,neutral
12125,fear
12255,happy
12259,happy
12313,surprise
12334,happy
12350,surprise
12383,happy
12431,neutral
12440,neutral
12472,neutral
12496,fear
12527,fear
12578,angry
12592,happy
12634,angry
12674,angry
12676,angry
12698,surprise
12712,angry
12737,surprise
12809,neutral
12891,sad
12948,angry
12986,sad
12988,sad
13067,neutral
13071,neutral
131,sad
13114,sad
13121,angry
13152,fear
13179,fear
13233,fear
1325,neutral
13250,angry
13252,neutral
13301,fear
13306,angry
13308,neutral
13310,angry
13362,sad
13394,sad
13405,fear
1343,angry
13482,fear
13486,sad
13518,angry
13549,surprise
13561,fear
13585,angry
13587,fear
13593,sad
13596,fear
13638,sad
13664,surprise
1367,fear
13683,neutral
13694,surprise
13798,surprise
13855,fear
1389,happy
13899,fear
13913,fear
13921,sad
13928,fear
13933,fear
13939,fear
13965,neutral
13971,fear
1401,neutral
14011,fear
14033,fear
14037,happy
14044,angry
14057,fear
14082,fear
1410,surprise
14114,angry
14117,fear
14268,fear
1429,fear
14306,sad
1441,sad
14444,neutral
14452,fear
14509,fear
14529,angry
14551,surprise
14605,fear
14620,fear
14637,fear
1465,angry
14722,angry
1474,fear
14744,sad
14747,fear
14786,fear
14789,fear
148,angry
1485,fear
14891,fear
14987,fear
15001,happy
15012,angry
15040,fear
1506,sad
15088,fear
15134,fear
15191,sad
15198,angry
15260,fear
15268,sad
15279,fear
15280,fear
1534,happy
15503,fear
15539,neutral
15544,sad
15578,happy
15615,happy
15622,fear
15663,neutral
15668,happy
15678,angry
1576,happy
15778,fear
15859,angry
15870,sad
15881,fear
15921,fear
15950,neutral
15984,fear
1599,neutral
15999,happy
16039,fear
1606,sad
16071,fear
16113,sad
16134,fear
16226,fear
16277,fear
16318,fear
16330,fear
16346,fear
16374,fear
16395,fear
16429,fear
16440,surprise
16450,surprise
16486,fear
16489,fear
16501,fear
16503,sad
16523,neutral
16539,sad
1654,fear
16559,neutral
1657,neutral
1660,surprise
16609,sad
16632,fear
16674,fear
16775,fear
16788,fear
16802,sad
16811,neutral
16830,fear
16915,fear
16930,sad
16954,neutral
16977,angry
16990,sad
17105,sad
17107,fear
17114,fear
17180,fear
17191,fear
17213,happy
17217,sad
1722,angry
17236,fear
1727,fear
17314,sad
17334,neutral
17369,fear
17449,angry
17479,fear
17503,sad
17550,sad
17558,fear
1756,fear
17587,fear
17631,angry
17668,fear
17685,surprise
17707,neutral
17710,fear
17762,angry
17816,angry
17831,angry
17834,neutral
17901,angry
17930,fear
17932,angry
17934,fear
1796,fear
1799,neutral
18006,happy
18010,sad
18068,neutral
18073,fear
18104,angry
18106,angry
18108,surprise
18117,fear
18148,neutral
18203,happy
18291,happy
18299,happy
18309,surprise
18317,fear
18325,fear
18336,sad
18364,neutral
1838,fear
18404,fear
18513,angry
18517,happy
18523,sad
18527,sad
18542,fear
18569,angry
1857,fear
18574,fear
18641,happy
18713,sad
1873,surprise
18753,sad
18757,sad
18763,fear
18905,surprise
18908,sad
18911,surprise
18960,sad
18974,angry
18976,sad
18984,happy
19000,sad
19020,disgust
19064,neutral
19089,fear
19119,sad
19188,sad
19216,happy
19226,neutral
19235,fear
19252,sad
1929,angry
19349,angry
1939,neutral
19454,neutral
19473,angry
19497,fear
19559,angry
19599,fear
19612,happy
19644,neutral
19682,fear
19740,surprise
19754,angry
19810,sad
19841,fear
1986,sad
19888,surprise
19896,neutral
19897,fear
19995,fear
200,fear
20037,surprise
20058,sad
20062,sad
20083,fear
20135,angry
20194,fear
20214,sad
20265,happy
20337,neutral
20411,sad
20424,angry
20450,fear
20461,fear
2047,sad
20476,angry
20495,fear
20508,surprise
20526,happy
20579,sad
20598,happy
20617,neutral
20715,sad
20831,sad
20843,fear
20851,sad
20897,angry
20970,neutral
2098,sad
21,fear
21070,fear
21101,neutral
21102,fear
21227,fear
21230,angry
21250,happy
21269,happy
21280,sad
21352,sad
21360,sad
21387,fear
21420,sad
21464,fear
21499,neutral
21500,fear
21556,sad
21559,fear
21598,fear
21615,sad
21654,neutral
21686,fear
21697,happy
2178,surprise
21833,fear
21858,fear
21877,fear
21946,angry
21967,fear
22050,surprise
22074,surprise
22102,angry
22130,fear
22166,surprise
2226,fear
22326,surprise
22349,happy
224,surprise
22458,happy
22485,sad
22520,surprise
22607,neutral
22640,sad
22662,angry
22756,happy
22791,angry
22827,fear
22839,fear
22840,fear
22917,sad
22944,happy
22988,sad
22997,happy
23038,fear
23083,angry
23100,fear
23126,fear
23142,happy
23184,fear
23192,fear
23209,fear
23260,fear
23305,happy
23332,surprise
23362,neutral
23368,fear
23389,fear
23403,surprise
23427,neutral
23447,fear
23463,fear
23477,fear
23517,happy
23540,surprise
23561,fear
23566,fear
2357,angry
23718,fear
23731,sad
23767,sad
23778,sad
2378,fear
23791,fear
2391,fear
24016,sad
24035,fear
24088,fear
24089,fear
24131,neutral
2416,sad
24165,sad
24185,angry
24213,fear
24220,sad
2426,happy
24452,angry
24479,angry
24482,fear
24539,neutral
24554,angry
24562,surprise
24579,happy
24621,fear
24625,fear
24694,fear
24721,fear
24753,sad
24763,neutral
24778,happy
24822,angry
24880,sad
24948,fear
24963,sad
24978,sad
24991,happy
25045,angry
25046,fear
25061,fear
25074,angry
25108,surprise
25109,sad
25133,sad
25162,sad
25191,fear
25202,neutral
25220,sad
25242,fear
25247,sad
25298,angry
25306,neutral
25327,fear
25359,angry
25439,neutral
25481,neutral
25496,neutral
25555,fear
25570,surprise
25577,sad
25590,fear
25605,sad
25621,fear
25638,sad
25647,happy
25710,fear
258,sad
25820,fear
25914,fear
2592,fear
2593,sad
26082,fear
26091,sad
26097,sad
26131,neutral
26210,sad
26250,surprise
26275,happy
26283,sad
26363,fear
26377,fear
26385,happy
26394,happy
264,sad
26402,fear
26409,surprise
2641,fear
26454,fear
26469,surprise
2651,sad
2657,neutral
26582,fear
26726,sad
2681,fear
26842,neutral
26895,fear
26916,fear
26927,fear
26973,fear
26980,angry
270,fear
27006,angry
27077,fear
27094,fear
27098,fear
27103,angry
27145,sad
27300,sad
27308,sad
27359,angry
27363,fear
27369,sad
27488,angry
27503,fear
27509,angry
27591,sad
27635,neutral
27709,sad
27764,angry
27772,sad
27806,sad
27846,fear
27868,fear
27889,fear
2789,neutral
27899,fear
27910,fear
27937,fear
28050,fear
28101,happy
28189,fear
28210,fear
28243,fear
28267,fear
28308,sad
28331,sad
28417,angry
28453,fear
28503,fear
28515,fear
28548,fear
2858,sad
2860,neutral
28627,fear
28701,fear
28704,fear
28724,sad
28729,angry
28734,sad
28859,happy
29005,angry
29026,fear
29027,fear
29043,fear
2906,disgust
29068,angry
29126,angry
29152,fear
29219,fear
2927,fear
29284,fear
29285,sad
29291,fear
29315,angry
29327,sad
29349,surprise
29389,neutral
29478,angry
29528,fear
29536,fear
29603,angry
29629,neutral
29674,fear
297,angry
29701,fear
29709,surprise
29713,fear
29720,fear
29731,fear
29733,fear
29735,neutral
29738,neutral
29795,happy
29869,fear
2987,happy
29871,fear
2988,surprise
29892,neutral
29912,neutral
29924,angry
29990,angry
3000,fear
30062,happy
30074,fear
30196,fear
30206,neutral
30237,angry
30253,sad
30316,surprise
30333,neutral
3036,sad
30482,fear
30564,neutral
3057,neutral
30594,sad
30638,sad
30735,angry
30774,fear
30798,sad
3087,angry
30936,sad
31007,neutral
31105,angry
31107,happy
31116,fear
3112,sad
31130,neutral
31157,fear
31159,surprise
31188,fear
3124,fear
31286,fear
31330,sad
31341,fear
31357,fear
31375,angry
31395,fear
31398,fear
314,surprise
31421,fear
31461,sad
31526,sad
31535,angry
31569,fear
31625,fear
31638,sad
31655,sad
3170,surprise
31738,sad
31782,fear
31821,angry
31855,fear
31860,fear
31866,happy
31903,fear
31916,fear
31940,happy
31954,sad
31973,angry
31979,neutral
32076,fear
32097,sad
32103,angry
32180,angry
32279,fear
32323,surprise
32349,fear
32351,angry
32438,neutral
32461,neutral
32463,fear
32485,fear
32507,sad
32551,fear
32569,sad
32619,neutral
32623,angry
32642,fear
32682,angry
32688,happy
3269,fear
32692,sad
32696,surprise
32758,sad
32766,fear
32799,fear
32829,happy
32876,fear
32879,happy
32889,angry
32931,happy
32940,angry
32941,neutral
32946,fear
3296,fear
3297,fear
32996,fear
33007,happy
33051,fear
33097,fear
3314,fear
33215,fear
33258,sad
33299,fear
33358,angry
33390,happy
33410,fear
33419,fear
33440,fear
33490,neutral
33519,sad
33535,fear
33548,sad
33559,happy
33587,fear
33608,fear
33617,sad
33644,fear
33673,surprise
33674,neutral
33701,angry
33718,sad
33806,angry
33855,sad
3391,angry
33919,angry
33940,happy
340,happy
3402,sad
34024,fear
34063,fear
3409,happy
34097,angry
341,sad
34100,surprise
34117,neutral
34120,happy
34143,fear
34201,fear
34277,happy
34325,fear
34356,neutral
34382,fear
34396,angry
34415,angry
34462,surprise
34465,fear
34522,happy
34545,happy
34613,fear
34656,fear
34659,sad
34675,fear
3472,angry
34730,happy
34755,surprise
34878,surprise
34897,angry
34968,fear
34972,neutral
35022,fear
35120,surprise
35151,angry
35202,fear
35207,happy
35230,fear
35238,surprise
35250,sad
35257,sad
35279,neutral
35322,fear
35334,neutral
35362,sad
35363,fear
35394,happy
35410,neutral
35427,fear
35453,fear
35541,sad
35592,happy
35629,happy
3565,fear
35697,surprise
35709,fear
3584,fear
35851,neutral
3601,neutral
3645,fear
365,angry
3709,surprise
3714,angry
3719,fear
3722,angry
3736,fear
3739,fear
3742,happy
3783,surprise
3785,neutral
3836,angry
3837,sad
3985,fear
4033,surprise
4040,fear
4064,fear
4098,sad
414,fear
418,sad
4200,fear
4217,neutral
4234,neutral
4296,sad
4308,fear
4316,surprise
4340,fear
4411,fear
4453,fear
4516,neutral
452,angry
4523,fear
454,fear
4540,fear
4547,angry
460,neutral
4650,fear
4821,happy
483,sad
4858,fear
4901,neutral
4917,angry
4975,fear
4979,fear
4986,sad
500,neutral
5023,sad
504,fear
507,surprise
5074,neutral
5097,sad
5117,angry
5184,neutral
5222,surprise
5253,fear
5263,fear
5283,sad
5360,fear
538,fear
546,angry
5472,fear
5514,neutral
5567,neutral
5622,surprise
5638,sad
5654,fear
5717,neutral
5736,angry
5809,surprise
5858,sad
5957,angry
5961,fear
5989,neutral
5992,fear
6035,sad
6037,fear
6054,fear
6059,neutral
6062,angry
6064,fear
6091,fear
6106,neutral
6152,sad
6153,angry
6176,angry
6179,fear
6214,angry
6311,angry
6345,neutral
6346,happy
6366,fear
6469,happy
6495,fear
6515,angry
6608,neutral
6732,fear
6747,angry
6808,fear
6814,fear
6876,angry
689,fear
6902,happy
6909,fear
6973,fear
6988,surprise
7027,sad
7038,fear
7102,happy
712,neutral
7129,angry
7146,sad
7150,angry
7158,fear
7182,fear
7270,fear
7271,sad
729,surprise
73,neutral
7302,fear
7305,fear
7350,sad
7394,neutral
741,neutral
7517,angry
7542,fear
7580,fear
7681,surprise
7684,neutral
7748,fear
7749,sad
7756,fear
7786,fear
7819,sad
7846,sad
7875,neutral
7894,fear
794,neutral
7980,fear
8035,fear
8040,sad
8043,angry
8067,angry
8119,fear
8163,neutral
8177,happy
8178,angry
8239,happy
8350,fear
8433,angry
8454,sad
8474,sad
8481,happy
85,fear
8556,sad
859,fear
8611,neutral
8637,fear
8645,fear
8672,angry
872,fear
8754,fear
8795,fear
8797,neutral
8818,surprise
886,sad
9037,surprise
9040,surprise
9101,fear
911,angry
9179,neutral
9205,fear
9232,neutral
9251,fear
9261,fear
9281,fear
9302,sad
9333,fear
9369,surprise
9370,angry
9474,happy
949,fear
9602,angry
9606,fear
9842,angry
9898,angry
10019,happy
10023,fear
10074,happy
10096,happy
10106,happy
10126,fear
10138,happy
10141,surprise
1020,happy
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,surprise
10467,happy
10468,angry
10480,happy
10528,happy
10540,happy
10552,happy
1056,surprise
10571,neutral
1058,happy
10622,happy
10638,angry
10640,happy
10644,happy
10647,neutral
10683,happy
10703,happy
1074,angry
10770,fear
10773,happy
10792,angry
1081,happy
10811,happy
10841,angry
10879,happy
10903,sad
10935,happy
10956,happy
10992,happy
11019,happy
1111,angry
11150,happy
11208,fear
1121,happy
11236,happy
1130,fear
11345,happy
11349,happy
11392,angry
1141,happy
11500,happy
11508,neutral
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,happy
11575,happy
11588,neutral
1159,surprise
11594,happy
11604,fear
11614,happy
11637,happy
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,sad
11785,happy
11793,happy
11808,happy
11814,happy
11819,happy
11835,fear
11842,happy
11850,happy
11885,happy
11927,happy
12011,happy
1202,angry
12024,happy
12098,angry
12120,happy
12129,happy
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,happy
12329,happy
12349,happy
12359,happy
12376,happy
12379,neutral
12381,surprise
12410,happy
1246,happy
12487,happy
12492,fear
12497,surprise
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,fear
12725,happy
12729,fear
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,neutral
13073,happy
1309,angry
13105,happy
13108,angry
13127,neutral
13139,happy
13151,sad
1316,happy
13204,happy
13228,happy
13283,happy
13317,happy
13322,happy
1334,sad
13348,happy
13353,happy
13363,happy
13366,happy
13385,neutral
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,neutral
13570,happy
13584,happy
13590,happy
13615,happy
13618,happy
13655,happy
13703,happy
13706,happy
13715,happy
